smiles,mwt,logp_rdkit,qed,sascore,hba(NO),hbd(NHOH),plogp,cycle_score,heavy_atom_count
CC1=NC2=C(CCN(C(=O)CCC3=CC=CC=C3)C2)C(NC2=NC=C(C)S2)=N1,393.1623313560001,3.811040000000002,0.713661472333523,2.5456861771412953,6,1,3.3871684074401855,0,28
O=C(NCCNC(=O)N1C[C@H]2CC=CC[C@@H]2C1)C1=CC=CN=C1,314.174275944,1.4189999999999996,0.6518361323758888,3.194352210622414,3,2,0.23028378188610077,0,23
O=C1N(CCO)C2=CC=CC=C2N1CCO,222.100442308,-0.2124000000000003,0.7516963231879693,2.1086346291944853,5,2,-2.102982521057129,0,16
COC(=O)CC1=CSC(NC(=O)CC2=COC3=CC(C)=CC=C23)=N1,344.083077992,3.0944200000000013,0.7193882945960446,2.30881719313029,6,1,-0.11535507440567017,0,24
CC1=CC=C(N2CC[C@@H](NS(=O)(=O)C3=CC=CC=C3C)C2=O)C=C1C,358.135113564,2.695660000000001,0.9137419381542725,2.595621196728107,3,1,0.6751987934112549,0,25
CC[C@H](C)C[C@@H](C)NC(=O)N1CCN(CC(=O)NC2CC2)CC1,324.252526264,1.4169000000000007,0.7442311836870649,2.906806565223036,3,2,0.38813382387161255,0,23
CC(=O)NC1=C2C(=O)N(C3CCCCC3)[C@@](C)(C(=O)NC3CCCCC3)CN2C2=CC=CC=C12,464.278741012,4.595800000000003,0.6938903397751821,3.1983612450235803,4,2,4.877884387969971,0,34
N#CC1=CC=NC=C1NC[C@@H]1C[C@@]12CCC1=CC=CC=C12,275.14224754400004,3.269280000000002,0.9349017245983078,3.9186021755539393,3,1,2.1389498710632324,0,21
CC1=CC=CN2C(=O)C(C(=O)NC[C@H]3CCO[C@@H]3C(C)C)=CN=C12,329.1739415960001,1.7938199999999993,0.928116407710322,3.449086114198873,5,1,0.059015173465013504,0,24
CNC(=O)C1=CC=C(C=CC(=O)NC2=C(C)C=C(C)N=C2Cl)C=C1,343.10875449599996,3.3633400000000018,0.6601699658013098,2.23947196482918,3,2,1.5910695791244507,0,24
CC1=C(CNC(=O)C2=CC(C3=CC=CC=C3)=NC3=C2CNN3C(C)C)CN=N1,376.20115938800006,3.451200000000002,0.8373244523964933,3.3509333138934316,6,2,3.5362489223480225,0,28
C[C@@H](NC(=O)COC(=O)C=CC1=CC=C(Cl)C=C1)C1=CC=CC=C1,343.097521116,3.7738000000000023,0.6412616210675414,2.2578478658596026,3,1,0.8256096839904785,0,24
CCC1=CC=C(N(CC2=CC=C(C)S2)C(=O)C2=NN(C)C(=O)C=C2)C=C1,367.135447912,3.5596200000000024,0.6927908715521539,2.398371955217087,5,0,2.2443463802337646,0,26
CCOC(=O)C1=NN=C2C=CC=CC2=C1N1CC[C@@H]([NH+](CC)CC)C1,343.21285252409,1.3098999999999998,0.8016421490425746,3.8898396808771496,5,1,-0.08812084794044495,0,25
CC1=CC=C(C#N)C=C1S(=O)(=O)NCC1=CC=NC(OC(C)(C)C)=C1,359.130362532,2.9175000000000013,0.8859809278614853,2.458668204502434,5,1,0.9075166583061218,0,25
O=C(O[C@H]1CCOC1)C1(C2=CC=C(Cl)C(Cl)=C2)CCC1,314.04764973199997,3.747200000000003,0.7970806332317928,2.9338674926844224,3,0,-0.2797907888889313,0,20
CCC[NH2+][C@@H]1COC[C@H]1C(=O)NCC1=CSC=C1C,283.14747539609,0.661120000000001,0.8057363124882345,4.5919783731363575,3,2,-2.6383371353149414,0,19
O=C(NCC1=NC=CC2=CC=CC=C12)C1=CC=CNC1=O,279.100776656,1.8530999999999997,0.7680248944641384,2.1587800643161543,3,2,-0.04454333335161209,0,21
CC(=O)C1=CC=C(S(=O)(=O)N2CCCC[C@H]2C)C=C1,281.108564468,2.452300000000001,0.7996663925137543,2.276808227461629,3,0,-1.4285356998443604,0,19
O=[N+]([O-])C1=C(NC2=CC=CC3=NC=CC=C23)N=CN=C1N1CCN(C2=CC=CC(Cl)=C2)CC1,461.13670056000007,4.656600000000003,0.33815514922987105,2.399710276167351,8,1,4.095768928527832,0,33
O=C(CCCO)NC1=CC=C(F)C=C1F,215.075785032,1.6758,0.8022630421457203,1.7280306797795273,2,2,-1.911238193511963,0,15
NC(=O)CCOC1=CC=C(NC(=O)C[C@H]2CCC3=CC=CC=C32)C=C1,338.163042564,2.9994000000000014,0.8140889153233312,2.4591139224806167,3,2,1.159346342086792,0,25
COC1=CC(C)=CC=C1OCC(=O)NC1=NN=C(C)S1,293.08341234000005,2.1810399999999994,0.9143568115516,1.9120490371496803,6,1,-1.176732063293457,0,20
CC(=O)C1=C(O)C=CC=C1COC1=CC=CC=C1,242.094294308,3.1738000000000017,0.8374728849440837,1.8104199508787922,3,1,-0.43082165718078613,0,18
CCN1C=C(S(=O)(=O)N2CCCCC[C@@H]2C2=CC(C3=CC=C(F)C=C3)=NO2)C=N1,418.1474898160001,4.003100000000003,0.6254906868242681,3.0015702167223264,6,0,1.3402948379516602,-1,29
COC(=O)[C@](NC(=O)C1=CC=CC(Cl)=C1)(NC1=CC=C(Br)C=[NH+]1)C(F)(F)F,465.97754213609005,3.1901,0.5227468859113461,3.7886246070461045,4,2,-0.6844829320907593,0,27
CC1=C(C)C2=CC(C(=O)NC3=CC(C(C)(C)C)=NN3C3=NC=CC=N3)=CC=C2N1,388.20115938800006,4.310240000000003,0.5472752694000551,2.5228512463075514,5,2,3.3975393772125244,0,29
CC1=NOC(C)=C1C[C@H](C)C(=O)N[C@@H](C)C1CCCCC1,292.215078136,3.5550400000000026,0.9025330611488944,3.166321591158068,3,1,0.26187941431999207,0,21
CCN1C=C(C(=O)N[C@H]2CC(=O)N(C)C2)C(C(C)C)=N1,278.174275944,0.9868999999999997,0.8927022642029625,3.1003880970800273,4,1,-0.5390340089797974,0,20
COC1=CC=CC(C2=CN=CC3=CC=CC=C23)=C1C(=O)N(C(C)C)C(C)C,362.199428072,5.169400000000004,0.6287330925415646,2.3940342695303283,3,0,3.4734013080596924,0,27
COC1=CC=C([C@@H](C)NC(=O)CC2=CC=CC3=CC=CC=C23)C=C1,319.15722891200005,4.2683000000000035,0.7625341294742654,2.121840891631784,2,1,1.8990511894226074,0,24
O=C1C[C@H](C2=NC(C3=CC=CN=C3)=NO2)CN1C1=CC=CC(Cl)=C1,340.072703336,3.305500000000002,0.7310808558462086,2.6889268639203667,5,0,0.7906079292297363,0,24
C[C@H]1CCCN(C2=CC=C(C(=O)NC3=CC=C(N4CCOCC4)C=C3)C=C2[N+](=O)[O-])C1,424.21105537599993,3.9200000000000026,0.5781886196070111,2.616748866138005,6,1,2.115391969680786,0,31
C=CCN(C(=O)CC=CC1=CC=C(C)C=C1)[C@@H]1CCS(=O)(=O)C1,333.139864596,2.6000200000000007,0.7520497671398747,3.079857266970116,3,0,0.24513007700443268,0,23
O=C(CSC1=NN=C(C2=CC=CC([N+](=O)[O-])=C2)O1)NC1=NN=CS1,364.0048447360001,2.2271,0.3961964443313553,2.4651558809130965,10,1,-1.7960361242294312,0,24
CN(CCC1=CC=C(F)C=C1)C1=CC(Br)=CC(F)=C1C(N)=O,368.03358164,3.5051000000000014,0.8770526940955575,2.3103210494944477,2,1,1.3996719121932983,0,22
COC1=CC=CC=C1NC(=O)CSC1=CC=C(C2=CC=CC=C2OC)N=N1,381.11471246800005,3.891600000000003,0.6260820002001453,2.0069798079918684,6,1,1.6283537149429321,0,27
CC1=C(C(=O)C(C#N)=CC2=CC=CC(C(F)(F)F)=C2)C=CO1,305.06636321999997,4.396700000000003,0.47966682537723265,2.4772641264175252,3,0,0.7808693051338196,0,22
COC1=CC=C2O[C@H](C)CN(C(=O)CCSC3=CC=CC=N3)C2=C1,344.1194635,3.3865000000000025,0.7784015301700378,2.8638823632036914,5,0,0.2797952890396118,0,24
CC[C@@H](NC(=O)[C@H](C)N1C=CC=N1)C1=CC=C(C)C(F)=C1,289.15904048,3.1591200000000015,0.9187463763828441,3.0063794160917547,3,1,0.12853801250457764,0,21
CCC[C@]1(C(=O)N[C@@H]2CONC2=O)CC[NH2+]C1,242.14991792009,-1.7137999999999969,0.5484683874040223,4.9887469729908585,3,3,-3.7399120330810547,0,17
O=C(C1=CC2=CC([N+](=O)[O-])=CC=C2OC1=O)N1CCN(CC2=CC=CC=C2)CC1,393.132470708,2.6592000000000002,0.3840506304344226,2.1188063487686755,6,0,1.109535574913025,0,29
CCN1C(CC2CC[NH2+]CC2)=NN(CCO)C1=O,255.18155239608998,-1.4270999999999978,0.6772866916988727,3.8599602223720053,5,2,-2.284100294113159,0,18
C=CCN1C(S[C@H](C)C(=O)N2CCC(C)CC2)=NN=C1C1=CC=C(Cl)C=C1,404.1437601,4.523600000000004,0.5241289080743604,2.7454974538100103,5,0,2.6739614009857178,0,27
CCO[C@H]1C(=O)O[C@H]([C@@H](O)CO)C1=O,204.063388104,-1.7608000000000004,0.4159675055445885,4.085910843954971,6,2,-5.916593074798584,0,14
CC1=CC=C(C2=NN=C(C[NH+](CCO)[C@H]3CCC4=CC=CC=C43)O2)C=C1,350.18630342808996,2.10972,0.714706198609704,3.9304878664439222,4,2,0.6638544797897339,0,26
CC1=CC(N2C(C)=CC(C[NH2+][C@H](C)C3=CC=C(F)C(F)=C3)=C2C)=NO1,346.17254518409,3.493360000000002,0.768647059453328,3.7457349091026906,3,1,0.5948057770729065,0,25
C[C@@H](NC(=O)NC1=NN(C2=NC=CC=C2Cl)C=C1)[C@@H]1CCCO1,335.11490249599996,2.6097,0.8995436702548724,3.296797873914345,5,2,-0.339550256729126,0,23
COC1=CC(S(=O)(=O)N2CCN=C2CC2=CC=CC=C2)=CC=C1Cl,364.064841084,2.9941000000000013,0.8190186337825018,2.343666740641602,4,0,0.5468804240226746,0,24
COC1=CC=C(OC)C(C=C2OC3=CC(OC(=O)C4=CC=NC=C4)=CC(C)=C3C2=O)=C1,417.12123732800006,4.242620000000003,0.34869205161985223,2.518787270035965,7,0,1.6028841733932495,0,31
COC1=CC=C([C@@H](NC(=O)NC2=CC(C)=CC=C2Cl)C2CCOCC2)C=C1,388.15537034,4.946420000000003,0.7616411160586861,2.596966695095043,3,2,1.7495008707046509,0,27
C[C@H](CC1=CC=CS1)N(C)C[C@@H]1CCCC[C@@H]1[NH3+],267.18894628409,2.4116,0.8724561753062872,4.054198943396242,2,1,-1.3633606433868408,0,18
C[C@H]([NH3+])C1=NC2=CC(C(F)(F)F)=CC=C2N1C,244.10560849608999,1.895,0.8177043409892542,3.3150496527599156,2,1,-1.9779746532440186,0,17
COC1=CC=CC(CN2CCC3=NN=C(CCC4=CC=CC=C4)N3CC2)=C1,362.210661452,3.130200000000002,0.6757000870751031,2.110015384914945,5,0,3.7613162994384766,-1,27
O=C(N[C@H]1CCS(=O)(=O)C1)C1CC[NH2+]CC1,247.11108988809,-1.7368999999999974,0.6079492202776003,4.149956161652306,3,2,-4.308685302734375,0,16
COCC[C@H](C)C(=O)N[C@@H](C)COC,203.152143532,0.8100999999999998,0.66580631441207,2.936499204493167,3,1,-3.3309481143951416,0,14
CC1=CC(N(C)C)=CC=C1NC(=O)C1=CC=C(CN2CC[NH+](C)CC2)C=C1,367.24923803209003,1.6436200000000005,0.8441630317749467,2.8988038970606933,3,2,2.1394455432891846,0,27
C[C@H](CNC(=O)[C@H]1CC[NH2+][C@@H]1C)C[NH+]1CCCC1,255.22996538818,-1.6107999999999958,0.5438606289899273,5.948811613079501,1,3,-4.061583518981934,0,18
CN(C)C1=CC=C([C@H](CNC(=O)C(=O)NC2=CC=CC=C2C#N)N2CC[NH+](C)CC2)C=C1,435.25030065209006,0.2505800000000018,0.5660136981042174,3.623964813315295,5,3,2.1659812927246094,0,32
CCOC1=NC=NC(S(=O)(=O)CC)=C1N,231.067762276,0.2511,0.7462225279306665,2.7919688880346865,6,1,-3.218808174133301,0,15
CC[C@@H](NC(=O)N(C)CC1=CC=C(C2=CC=CC=C2)C=C1)C1=CC=NC=C1,359.19976242,5.041300000000004,0.6699023989644768,2.4643846540591543,2,1,3.5006625652313232,0,27
O=C(NC1=CC=C(C2=NC3=CC=CC=C3O2)C=C1)[C@H]1CCCN1S(=O)(=O)C1=CC=C(F)C=C1,465.11585533999994,4.4257000000000035,0.4709012023646475,2.586244683119098,5,1,2.261554718017578,0,33
CC[C@@H](C)CNC1=NC2=CC=C(Cl)C=C2S1,254.06444716,4.407700000000003,0.8744122939700981,2.5887992385753833,3,1,-0.41159290075302124,0,16
CC1=CC(C)=C2N=C(N3CCN(C(=O)[C@@H]4CCCCN4S(C)(=O)=O)CC3)SC2=C1,436.1602827559999,2.37584,0.7386054625003796,2.9063252573978495,6,0,1.398864507675171,0,29
CCC1=NN=C(C2=CC3=CC=CC=C3N2CC(=O)NC(C)(C)C)O1,326.174275944,3.168400000000002,0.7990408335824093,2.4218332632322674,5,1,1.624711513519287,0,24
CCC1=CC=C(NC(=O)C2=NN(C3=CC=C(CC)C=C3)C=CC2=O)C=C1,347.163376912,3.609600000000002,0.7667188699983046,2.0225706537048254,4,1,2.6574645042419434,0,26
CC1=CC=C(C(=O)N[C@H]2CCC[NH2+][C@H]2C)C=C1F,251.15541790009,0.9782200000000002,0.8083544742657169,3.8170356248345243,1,2,-2.2052905559539795,0,18
C[C@H](OC(=O)C1=C2C=CC=CN2C(C2CC2)=N1)C1=CN=C2C=CC=CC2=C1,357.147726848,4.677900000000004,0.49778803770825997,2.94980950613016,5,0,2.575775384902954,0,27
CCCCOC1=CC=CC=C1C[C@@H]([NH3+])C(=O)[O-],237.136493468,-0.2315999999999988,0.6653069427447761,3.3599617967861013,3,1,-2.9554812908172607,0,17
CCC[C@@H]1CN(C(=O)C(=O)NC2=CC=C(C)N=C2Cl)CCO1,325.11931918,2.0094199999999995,0.6813748354774066,2.967304360010276,4,1,-0.5451589226722717,0,22
C[C@H]1C(=O)N(C2=CC=C3CCCC3=C2)CCN1C(=O)C1=CC=C(Cl)C(Cl)=C1,402.09018324,4.359600000000004,0.7478527915565668,2.7313543364011057,2,0,2.597273826599121,0,27
COC(=O)C1(NC(=O)[C@H]2C[C@H]2C2=C(F)C=CC=C2F)CCSCC1,355.105370908,2.6233000000000004,0.8439021424573283,3.536271418446864,4,1,-0.45935824513435364,0,24
N#CC1(NC(=O)COC2=CC=CC(Cl)=C2)CCCC1,278.0822054,2.671380000000001,0.9209160926392551,2.194072020447594,3,1,0.021860532462596893,0,19
COC1CC[NH+](CCNC2=NC=CN(C)C2=O)CC1,267.18155239609,-1.114099999999997,0.7098239249717401,3.9682771486527226,5,2,-2.1120827198028564,0,19
C=CCN(CC1=CC=CC([N+](=O)[O-])=C1)C(=O)NC1=CC(OC)=CC=C1Cl,375.09858373599997,4.476900000000003,0.4390394481287209,2.20400448946366,4,1,0.5446773767471313,0,26
CC1=CC(Cl)=CC=C1OCC(=O)NN=CC1=CC=CC=N1,303.077454368,2.57252,0.6818494782988227,2.07558208197063,4,1,0.3711293339729309,0,21
O=C1NC(=S)NC(=O)C1=CNC1=CC=C([N+](=O)[O-])C=C1O,308.02154035599995,0.12710000000000016,0.1556104302086095,2.7039326892580817,7,4,-3.1174046993255615,0,21
CC1=C(C(=O)N2CCOCC2)OC2=C1C1=NN(CC(=O)NCC3=CC=CO3)C=C1CC2,424.17466986799997,1.9319199999999992,0.6714852607763295,2.8452606266793197,7,1,1.718071699142456,0,31
CCC1=CC=C(CNC(=O)C2=CC=C(C3=NC=CN=C3N3CCCCC3)C=C2)C=C1,400.226311516,4.626300000000004,0.6555767126203751,2.0859457110598694,4,1,4.997708320617676,0,30
COC1=CC=C([C@H]2C[C@@H](C(F)(F)F)N3N=C(C(=O)NC4CCCCC4)C=C3N2)C=C1OC,452.20352538400005,4.6231000000000035,0.6922265047898395,3.633380402777008,6,2,2.0595998764038086,0,32
CCCC1=NNC(C(=O)NNC(=O)C2=CC=CC(Br)=C2)=C1,350.03783782,2.1994999999999996,0.738360855138673,2.3309583531570706,3,3,-0.38750526309013367,0,21
O=[N+]([O-])C1=C(NC2=CC=C(F)C(F)=C2)N=CN=C1OC1=CC=CC2=CC=CN=C12,395.082995652,4.747100000000002,0.3842068359219721,2.418070111511957,7,1,1.5397814512252808,0,29
CC(C)(C)N1N=CC2=C1CCC[C@H]2NC(=O)CSC1=NC2=CC=CC=C2O1,384.16199700799996,4.065200000000003,0.6867314867658676,3.0874100517384004,6,1,1.8728151321411133,0,27
CC1=CC=C([C@@H](C)NC(=O)N[C@@H](CCO)C2=CC=CS2)C=C1,318.140198944,3.540420000000002,0.7626780895793628,2.860821521289912,3,3,-0.052562180906534195,0,22
CCN(CC)S(=O)(=O)C1=CC=C2N=C(C3=CC=NC=C3)C=C(C(=O)[O-])C2=C1,384.10235063590994,1.6908,0.6406255183725036,2.596313654145714,6,0,0.8361750841140747,0,27
CCCN(CC)C1=CC=[NH+]C(C(=O)[O-])=C1,208.121177752,0.10049999999999987,0.6892790401674748,4.106739122556262,3,0,-3.081826686859131,0,15
CC1=CC=CC=C1N1C(=O)C[C@H]([NH+](C2CCCCC2)C2CCCCC2)C1=O,369.25365471609,3.177220000000001,0.8285065053656439,3.831933766485191,2,1,1.539123296737671,0,27
CS(=O)(=O)[C@H]1O[C@H]1C1=CC=C(Cl)C=C1Cl,265.957120476,2.4354000000000005,0.7729828471817598,3.421216009954218,3,0,-3.4314723014831543,0,15
C[C@H](CSC1=CC=C(C(=O)N(C)C)C=N1)C(=O)[O-],267.08088691991003,0.26150000000000007,0.7155388290337206,3.2786204199881963,5,0,-2.145134210586548,0,18
CCOC(=O)[C@H]1C=C(C#N)O[C@@H](C2=CC=C(C)C=C2)C1,271.120843404,3.0432000000000015,0.7927116720177811,3.5271606096186625,4,0,-0.9093059301376343,0,20
CCC[NH2+]C1CCC(O)(CC2=NC(C)=CS2)CC1,269.16821084009,1.6411199999999997,0.8535930626087016,4.052006376218159,3,2,-1.049054741859436,0,18
O=C1C2=CC=CC=C2N[C@H](CSC2=NC=NC3=NC=N[C@@H]32)N1C1=CC=C(Cl)C=C1,422.07165778000007,3.721000000000002,0.8178461217507909,4.110498695024469,7,1,2.261124610900879,0,29
CCC1=NC2=CC=CC=C2C(C(=O)NCC2=CC=C(OC)C(C(=O)OC)=C2)=C1C,392.17360724799994,3.8308200000000037,0.6452938314356759,2.147468340324643,5,1,2.3852248191833496,0,29
CC1=NN(C2=NN=CC(C3=CC=C(Cl)C=C3)=N2)C2=C1[C@H](C1=CC=CC=C1)CC(=O)N2,416.11523684400004,4.160220000000003,0.5415950427973503,3.16993784636312,6,1,3.6016695499420166,0,30
CC(C)NC(=O)NC1=CC=CC(C(=O)N(C)CC2=NN=C(C3CC3)N2C)=C1,370.21172407200004,2.4946,0.8170817438575245,2.3614725314845924,5,2,2.215740203857422,0,27
CC1=NN=CC=C1C(=O)N[C@H](C)C1=CC=C(Cl)S1,281.038960684,2.990920000000001,0.9408668131435606,2.9173523430651187,4,1,-0.8600677847862244,0,18
O=C(NCCCC1=NC(C2=CC=C(Br)O2)=NO1)C1CC1,339.02185340799997,2.5509000000000013,0.8176045614726398,2.3626210585493315,5,1,-0.6523905992507935,0,20
CCOC1=CC=CC(NC(=O)CCC2=CC=C(N)C=C2)=C1,284.15247788,3.2388000000000012,0.8003396810237065,1.6585520819706314,3,2,0.9150742888450623,0,21
COC1=CC=C(C=C2SC(=O)N(CC(=O)NC3=CC=C(F)C=C3)C2=O)C=C1OC,416.084220864,3.517900000000002,0.725675859324769,2.0398854343417376,6,1,0.4979756474494934,0,29
CC(C)N(C)C(=O)[C@H]1CSCN1C(=O)C=CSCC1=CC=CO1,354.10718456399997,2.7948000000000013,0.7354553810922273,3.665601497739347,5,0,-0.4210374355316162,0,23
CCC1(CC)[C@@H](NC(=O)NC2=CC=C(C(=O)NC)C=C2)[C@H](C)[C@@H]1OC,347.22089178799996,3.0074000000000014,0.7399595887630862,3.620229776205405,3,3,0.05641240254044533,0,25
CC1=CN2C(C(=O)NC3=NC=CC=C3OCC3=CC=NC=C3)=CN=C2C=C1,359.13822478400004,3.264020000000002,0.591403083763367,2.4269982111077386,6,1,2.3949472904205322,0,27
N#CC1=CC=NC(N2CCC([NH2+]C[C@@H]3CCCO3)CC2)=C1,287.18663777609,0.6644799999999995,0.8835025436182532,3.868739991599667,4,1,-0.6066363453865051,0,21
O=C(CN1N=NN(C2=CC=CS2)C1=O)OC1CCCCC1,308.094311372,1.3663999999999996,0.7970064310373419,2.659429749057642,8,0,-0.9645665287971497,0,21
COC1=CC=CC(COC2=CC=C(OC)C=C2CCl)=C1,292.08662208400006,4.021600000000003,0.7526771316039665,1.774788669885364,3,0,0.12227290868759155,0,20
CC[C@H](NC(=O)NCC1=C(C)ON=C1C)C1=CC=C(OC)C=C1,317.173941596,3.2505400000000018,0.8571992321613076,2.571275055431654,4,2,0.041589703410863876,0,23
CCC1=C(C(=O)NC2=CC=C3SCC(=O)NC3=C2)NC(C)=C1C(C)=O,357.114712468,3.3846200000000017,0.7316741785906896,2.602785684337178,4,3,0.35166412591934204,0,25
CSC1=CC=C(C=C2SC3=NC=NN3C2=O)C=C1,275.018703908,1.4205999999999996,0.6636856839942793,2.4905308106073,6,0,-0.6256120204925537,0,18
COC1=CC=C(C(=O)C=C(C)NC2=CC=C(F)C=C2F)C=C1,303.10708516000005,4.172000000000003,0.665201800595409,1.9967132689143732,3,1,0.8962448239326477,0,22
O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1CC1=CC=CC=C1,315.16568542000005,3.967400000000003,0.8519654027593684,3.4547579938991895,2,1,1.3369399309158325,0,22
C[C@@H](SC1=NC(C=CC2=CC=CS2)=NN1)C(=O)N1CCOCC1,350.087117816,2.3760000000000003,0.8384930134712456,3.3937055304603563,6,1,-0.6053647398948669,0,23
CC1=CC=CC(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)=C1,316.215078136,3.007920000000002,0.9280772076744366,2.6372812904977625,2,1,0.9754913449287415,0,23
COC(=O)[C@@H](C)SC1=NN=C(NC2=CC=CC(Br)=C2)S1,372.95543072400005,3.6978000000000018,0.6361347357182666,2.6960968882888174,7,1,-1.2794220447540283,0,20
CC1=CN=C(C(=O)NC2=CC=C(N(C)C3CC[NH+](C)CC3)C=C2)C=N1,340.21318687209,1.1506200000000002,0.8764950708852945,3.310010932818029,4,2,1.007725715637207,0,25
CC(=O)NC1=NC2=CC=C(NC(=O)NCC3=CC=CC=C3)C=C2S1,340.09939675199996,3.5764000000000014,0.6787053939289376,1.8780187571672755,4,3,0.9951680302619934,0,24
C=CCN1C(=O)C(=CC2=CC=CC=C2F)SC1=NS(=O)(=O)C1=CC=CS1,408.007233496,3.7344000000000026,0.5584530690191176,2.6830887096954843,5,0,0.5043391585350037,0,26
CC[C@H]1CC(=O)N(CC2=CC=CC=C2C#CCCO)C1,271.157228912,2.1790000000000003,0.8527203652449699,2.9658739270395404,2,1,0.43267112970352173,0,20
COC1=CC=C(F)C=C1C(=O)NC1=NC=CS1,252.036876748,2.5431,0.9128556813030219,1.8659483126097882,4,1,-1.6380720138549805,0,17
CC[C@@H](CC(=O)NC1(C(=O)OC)CCSCC1)C1=CC=CC=C1,335.15551466,3.125300000000002,0.8116652986011952,3.0274241456683395,4,1,0.33412036299705505,0,23
