smiles,mwt,logp_rdkit,qed,sascore,hba(NO),hbd(NHOH),plogp,cycle_score,heavy_atom_count
CCCC[SH]=C(C)C,132.097271512,2.464200000000001,0.34024112289929376,4.330969868776458,0,1,-1.800642728805542,0,8
C=S(CC)CC=CC,130.081621448,2.2833000000000006,0.40595902019474156,4.904670741893618,0,0,-1.6793135404586792,0,8
CCC(=O)CC(C)C,114.104465068,2.0116,0.5481896504339717,2.1436767918533803,1,0,-2.04571533203125,0,8
CCCS(C)=C(C)C,132.097271512,2.5073000000000008,0.5063866873533867,4.205341401234278,0,0,-1.9767327308654785,0,8
CCC(C)[SH]=C(C)C,132.097271512,2.4626,0.4328577158303832,4.902010632003508,0,1,-1.7948150634765625,0,8
C#CC(C)(C)CC=C,108.093900384,2.2218999999999998,0.3756139822990147,3.636596791853381,0,0,-1.1085872650146484,0,8
C#CCCS(C)=CC,128.065971384,1.7305,0.3922737379749575,5.1592487638716396,0,0,-2.1744203567504883,0,8
C=CCC(F)CCC,116.100128636,2.700700000000001,0.4952452526808812,3.4033190935419713,0,0,-1.5642321109771729,0,8
CC(C)=C1CC1C,96.093900384,2.3626000000000005,0.40598721941538585,3.504545661968325,0,0,-1.1655489206314087,0,7
C=S1CCC(C)C1,116.065971384,1.7270999999999999,0.42273698265087606,5.506607672006364,0,0,-1.785673975944519,0,7
C=CCCCC#CC,108.093900384,2.3660000000000005,0.2955927421269512,3.0472761624827527,0,0,-1.1351302862167358,0,8
C=CC(CCC)NC,113.12044947999999,1.5605,0.54545823361115,3.4905828298057067,1,1,-1.7129144668579102,0,8
CC1=CCCCC1,96.093900384,2.5067000000000004,0.4063379244355816,2.3704458942163864,0,0,-1.2207168340682983,0,7
C=CC1CCC(=C)C1,108.093900384,2.5287000000000006,0.45266171579956244,4.046726785849663,0,0,-0.9089605212211609,0,8
C=CCC(CC)C(=C)C,124.12520051199999,3.1648000000000023,0.5048670259076384,3.3943591717904003,0,0,-0.5995471477508545,0,9
C=S(C)C(F)CCCC,150.0878497,2.802900000000001,0.5405136923267206,4.437588540516327,0,0,-1.7256110906600952,0,9
CCC(C)C1(C)CC1,112.12520051199999,2.832600000000001,0.5149805565617473,3.2547890935419694,0,0,-0.6987972259521484,0,8
C#CC1CC1(C)C,94.07825032,1.6657,0.40039697816193753,4.1225809560859705,0,0,-1.1826207637786865,0,7
CCC(CC)CC(=O)O,130.099379688,1.8973,0.6306362992241076,2.129092221272378,1,1,-2.455044746398926,0,9
CC=S(C)CCCCC,146.112921576,2.897400000000001,0.4224143394444305,4.010311847375684,0,0,-1.1958438158035278,0,9
CCC(CC)CC(C)O,130.135765196,2.1935000000000002,0.618178584322222,2.8748695396833774,1,1,-1.6138501167297363,0,9
C=C1CC(C)C1CC,110.109550448,2.608600000000001,0.4550384015639395,4.066689408278409,0,0,-0.7521061301231384,0,8
CC1=CC=CC=C1N,107.073499288,1.3451000000000002,0.5002819996278854,1.426382456189046,1,1,-2.2434844970703125,0,8
CC1CCC(=O)CC1,112.088815004,1.7656,0.4664054785302647,2.1355572813638712,1,0,-1.91268789768219,0,8
C#CCC(C)(C)CCC,124.12520051199999,2.836000000000001,0.5073966066213074,3.092706268095121,0,0,-0.6113276481628418,0,9
CNC1C=CC(C)C1,111.10479941599999,1.1704,0.5007615686482392,4.16771748020648,1,1,-1.5142590999603271,0,8
C#CC1=CC=CC=C1,102.046950192,1.672,0.43694441995239286,1.782420704896861,0,0,-1.791025161743164,0,8
CCC1(C)CCC1O,114.104465068,1.5574,0.5481314454759371,3.711805891794892,1,1,-1.912946105003357,0,8
CCC(=O)C(CC)CC,128.120115132,2.401700000000001,0.567859928304154,2.3538694787974634,1,0,-1.6685435771942139,0,9
CCCC1(O)CC1C,114.104465068,1.5574,0.5772370655690414,3.513900836849836,1,1,-1.9024677276611328,0,8
C=S1CCC(CC)C1,130.081621448,2.1172,0.47689025143819563,5.073344053633053,0,0,-1.4290170669555664,0,8
CCC(CC)CC(C)O,130.135765196,2.1935000000000002,0.618178584322222,2.8748695396833774,1,1,-1.6138501167297363,0,9
C=S(CC)C(C)C(C)C,146.112921576,2.7517000000000014,0.5370523663000316,4.576738555718515,0,0,-1.1315830945968628,0,9
CCC=C(Br)C(C)(C)C,190.03571258,3.721300000000002,0.5920028384313345,3.3530238114213606,0,0,-0.9159705638885498,0,9
C#CC(CCC)C(C)=O,124.088815004,1.6249,0.5224170954610051,3.6276427838305345,1,0,-1.8100237846374512,0,9
C=CCC(C)C(C)NC,127.13609954399999,1.8065,0.5678023100758859,3.6869042595798724,1,1,-1.2703880071640015,0,9
C=CCC(C)(C)C(C)C,126.14085057599999,3.2447000000000017,0.5091306524084264,2.942850384847935,0,0,-0.48078885674476624,0,9
C=CC1CCC(C)C1,110.109550448,2.608600000000001,0.4550384015639395,3.4845041934931924,0,0,-0.7521061301231384,0,8
C=C(C)C1CCOC1,112.088815004,1.599,0.4680230452202678,3.1675274851503623,1,0,-1.9164637327194214,0,8
CC=S(CC)CCCC,146.112921576,2.897400000000001,0.5349540639970897,4.36097723199107,0,0,-1.1958438158035278,0,9
C#CC12C=C(C1)C2,90.046950192,1.3398,0.3108132777725902,5.267514554597456,0,0,-1.2168153524398804,0,7
CCC1CCCCN1,113.12044947999999,1.5385,0.5435844630830176,2.756478959762706,1,1,-1.4915940761566162,0,8
CC(C)CC(=O)C(C)C,128.120115132,2.2576,0.5694433779033359,2.179172063169613,1,0,-1.6372246742248535,0,9
C1CC2CCC(C2)N1,111.10479941599999,1.1484,0.4941554723087998,4.507007574153985,1,1,-1.3366280794143677,-1,8
C=C(C)CC1CCCC1,124.12520051199999,3.142800000000002,0.49597241524261015,2.2630550841486343,0,0,-0.4045731723308563,0,9
CC1=CC=CC(C)=C1N,121.08914935199999,1.7352,0.5209726320693895,1.6825645456870948,1,1,-1.8396170139312744,0,9
CCC#CC(C)OCCC,140.120115132,2.2149,0.5460451543617839,3.576069873492308,1,0,-1.4074935913085938,0,10
C=CCCC(C)NCCC,141.151749608,2.3407,0.5597714877391248,2.8134903863128216,1,1,-0.8925783038139343,0,10
CC1=CC=CC(=O)C=C1,120.057514876,1.6278,0.50482371927079,1.734852007225557,1,0,-2.3913774490356445,-1,9
C#CC1=CC=C(C)C=C1,116.062600256,2.0621,0.4545081683897367,1.8324064687640167,0,0,-1.3445658683776855,0,9
C=C1CCCCC(C)C1,124.12520051199999,3.142800000000002,0.34355170283507763,2.932441847375685,0,0,-0.4045731723308563,-1,9
C=C(C)C(CC)C(C)CC,140.15650064,3.634800000000003,0.5229520826888349,3.3591769501335076,0,0,-0.026565497741103172,0,10
C=CC(C)C1C=CCC1,122.109550448,2.774700000000001,0.4939210470765243,4.102695590683551,0,0,-0.4756106734275818,0,9
CCC(C)=S1CCCC1,144.097271512,2.6514000000000006,0.4962817253659529,4.376897545687095,0,0,-1.1387181282043457,0,9
C=C(C)CC(C=CC)CC,138.140850576,3.5549000000000026,0.5210071387539394,3.8039002482457605,0,0,-0.14440970122814178,0,10
CC(C)C=CCCN(C)C,141.151749608,2.1502999999999997,0.5421758119456966,2.6508841595749217,1,0,-0.8429824709892273,0,10
C=C(CCC)CCCCC,140.15650064,3.9230000000000036,0.3872258886729137,2.2692027000088473,0,0,-0.1431712508201599,0,10
C=CCCN1CCCC1,125.12044947999999,1.6582999999999999,0.518402175879597,2.0785356995332496,1,0,-1.1844877004623413,0,9
C=CC1=CC=CC=C1Br,181.973112324,2.947400000000001,0.6269737711635789,2.1067375456870945,0,0,-1.4963732957839966,0,9
C#CC(C)C(=O)C(C)(C)C,138.104465068,1.8709,0.5054344160063909,3.646387822210257,1,0,-1.408506155014038,0,10
ICCC1=CC=CC=C1,231.974898288,2.863900000000002,0.5427743241218698,1.7554037468705275,0,0,-1.4419615268707275,0,9
CCC(C)NC(CC)CC,143.167399672,2.5631000000000004,0.623412792083803,2.739754094399606,1,1,-0.8000482320785522,0,10
CCC1(C)CC=CCC1,124.12520051199999,3.142800000000002,0.4709643456716096,3.675830770452608,0,0,-0.47775188088417053,0,9
C=CCCC1=CC=CS1,138.05032132,3.0970000000000013,0.5633008608211544,2.315065285332066,1,0,-1.5797162055969238,0,9
C#CC(C)(CC)C(C)CC,138.140850576,3.0820000000000016,0.5256543240762725,4.133719719364277,0,0,-0.14607715606689453,0,10
C=C1CCC(C)CC1C,124.12520051199999,2.9987000000000013,0.43537546360164203,3.589913206068166,0,0,-0.4045731723308563,0,9
C#CC1=CC=CC(Br)=C1,179.95746226,2.3946000000000005,0.538877164226503,2.180886468764017,0,0,-1.623924732208252,0,9
CC1C=NC(=S)CCC1,141.061220352,2.2046,0.47102510068447784,4.344876924298762,1,0,-1.751659870147705,-1,9
C#CC(C)C(=O)C(C)(C)C,138.104465068,1.8709,0.5054344160063909,3.646387822210257,1,0,-1.408506155014038,0,10
C=CCC1=CC=CC=C1,118.07825032,2.6149000000000004,0.5229975730548514,1.572751675864609,0,0,-1.201909065246582,0,9
CC(C)(C)C(=O)C1CC1,126.104465068,2.0116,0.5249481332110566,2.2616573778549274,1,0,-1.5884217023849487,0,9
CCC1=CC(C)=CC=C1,120.093900384,2.8389000000000006,0.5339790665494062,1.2721080072255564,0,0,-1.2030856609344482,0,9
CC=CCN1C=CC=C1,121.08914935199999,1.9055,0.5276930718065105,2.9553327409533665,1,0,-1.7140475511550903,0,9
CCCCC(C)C(C)CC,142.172150704,3.858800000000003,0.5465361480115691,2.760969210488536,0,0,-0.025327026844024658,0,10
CCCOCCC(C)CC,144.15141526,2.8492000000000015,0.5207725666576632,2.5450237196461547,1,0,-1.2624622583389282,0,10
C=C1CC(O)(CC)C1C,126.104465068,1.7235,0.5303091789236486,4.407885530482883,1,1,-1.600324034690857,0,9
C=S(CCC)C(CC)CC,160.12857164,3.2859000000000025,0.5413908998172795,4.29390498197357,0,0,-0.7644835710525513,0,10
C#CC(C)N(C)C(C)CC,139.136099544,1.7384,0.5382562503376951,3.981406488595046,1,0,-0.8979169726371765,0,10
CC1=CC=C(Br)C(C)=C1,183.988762388,3.171400000000002,0.5821421226780689,1.5096549303024798,0,0,-1.5781216621398926,0,9
CCC(=O)C1CCCC1,126.104465068,2.1557000000000004,0.5537594948192781,2.0142064687640193,1,0,-1.5701537132263184,0,9
C=CCC1CCCC1=C,122.109550448,2.918800000000002,0.4938803666503732,3.613816616606454,0,0,-0.5357067584991455,0,9
C=S(C)C1CCCC1C,144.097271512,2.505700000000001,0.4960102353496433,4.563305302910428,0,0,-1.0637010335922241,0,9
C=C(C)CC1=CC=CS1,138.05032132,3.0970000000000013,0.5511526244918334,2.3842255456870944,1,0,-1.5475858449935913,0,9
C#CCC1(F)CC(C)C1,126.084478572,2.1479,0.47209868781070013,3.7385751644161926,0,0,-1.0976266860961914,0,9
C#CC1=CC=CC(C#C)=C1,126.046950192,1.6754,0.4635275763732372,2.5862039820601286,0,0,-0.9569209218025208,0,10
C#CCC(C)C(C)(C)CC,138.140850576,3.0820000000000016,0.5256543240762725,3.7240241299025643,0,0,-0.14607715606689453,0,10
C=C(C)CC(NCC)C(C)C,155.167399672,2.5867000000000004,0.6016773182090993,3.147570440183621,1,1,-0.4166589081287384,0,11
CC(C)(C)CC1=CC=CS1,154.081621448,3.567000000000002,0.5817221108561207,2.1939309051370515,1,0,-1.0669782161712646,0,10
C=CCC1=CC=CC=C1C,132.093900384,3.0050000000000017,0.5426274301959959,1.7865243117304566,0,0,-0.7204390168190002,0,10
C=CCCC1=CC=CC=C1,132.093900384,3.0050000000000017,0.5546243504300841,1.5704179077895724,0,0,-0.7204389572143555,0,10
CCC(C)C1CCCC1=O,140.120115132,2.401700000000001,0.5752973985499679,3.2866526424412,1,0,-1.1741870641708374,0,10
C=C1CCC(CC)C1CC,138.140850576,3.3888000000000025,0.5130019193756065,3.736580847569405,0,0,-0.043068598955869675,0,10
C=C(CC)C1CCC1CC,138.140850576,3.3888000000000025,0.5243092565396382,3.8311090526976113,0,0,-0.04306860268115997,0,10
C#CCC(C)(C)C(C)(C)CC,152.15650064,3.472100000000003,0.5431182304203671,3.436805464502357,0,0,0.26624491810798645,0,11
C=C(C)CC1=C(C)C=CS1,152.065971384,3.4871000000000025,0.5708972439767044,2.669505264111411,1,0,-1.1686804294586182,0,10
CC(C)CC1=CC=CC1=O,136.088815004,2.0978,0.5677845879975102,2.776038597444744,1,0,-1.3425564765930176,0,10
C#CCCN1CCCC1C,137.12044948,1.4939999999999998,0.5211868836138529,3.02960430572674,1,0,-0.8623534440994263,0,10
CCCSC1=CC=CC=C1,152.065971384,3.1395000000000017,0.5993113209467666,1.5745383321927537,1,0,-1.3631223440170288,0,10
C=C1CCC(=C)C(CC)C1,136.125200512,3.308900000000002,0.48503449155951595,3.9471160273384616,0,0,-0.09764619171619415,0,10
CC1=CC=CC=C1C(=O)O,136.052429496,1.5135,0.6374596390700275,1.2820591102652568,1,1,-2.64103364944458,0,10
C#CC1=CCCC(C)C1=O,134.07316494,1.545,0.45920211527444477,4.0422442324666665,1,0,-1.4036952257156372,0,10
C=C1C2C=CCC1(C)C2,120.093900384,2.5287000000000006,0.43080727720378237,5.439249943372314,0,0,-0.3523816168308258,0,9
CCCC(C)(C)C(C)(C)C,142.172150704,3.858800000000003,0.5489485198085321,2.507309751290899,0,0,-0.0254672821611166,0,10
C#CC1CCC=C(C)C1=O,134.07316494,1.545,0.45920211527444477,4.128957052979487,1,0,-1.3544085025787354,0,10
C#CC1CCC(C)=CC1=O,134.07316494,1.545,0.45920211527444477,3.9729775658,1,0,-1.4036952257156372,0,10
CC(C)C1CCCC=C1O,140.120115132,2.884400000000001,0.5934195131833531,3.5755006427230773,1,1,-1.2042036056518555,0,10
CCC1(NC)CCCCC1,141.151749608,2.3187000000000006,0.6220043622120748,2.6434578282139736,1,1,-0.7628985643386841,0,10
CCCC1=CC=C(C)C=C1,134.109550448,3.229000000000002,0.583030488616112,1.217046839202986,0,0,-0.7155609130859375,0,10
C=C(C)CC1=CC=CC=C1,132.093900384,3.0050000000000017,0.5426632331095835,1.6415254106315587,0,0,-0.6621360778808594,0,10
C=C1CCC(C)C1C(N)=S,155.076870416,1.8748,0.46192577266156365,4.124155009305104,1,1,-1.2880189418792725,0,10
C#CC1(NCC)CCCC1,137.12044948,1.5419,0.5692119679500023,3.1581836523897993,1,1,-0.8835784792900085,0,10
C=C(C)CC(C)(C)CNCC,155.167399672,2.588300000000001,0.6016808010960174,2.8255366000334927,1,1,-0.4476510286331177,0,11
C=C(C)CC1=C(C)C=CS1,152.065971384,3.4871000000000025,0.5708972439767044,2.669505264111411,1,0,-1.1686804294586182,0,10
C#CC1CCC=C(C)C1=O,134.07316494,1.545,0.45920211527444477,4.128957052979487,1,0,-1.3544085025787354,0,10
C#CC(C)(CC)N(CC)CC,153.151749608,2.1300999999999997,0.5592056135852268,4.044900110513291,1,0,-0.5085378289222717,0,11
C#CC(C)(CC)C(C)CC,138.140850576,3.0820000000000016,0.5256543240762725,4.133719719364277,0,0,-0.14607715606689453,0,10
C=C(C)CC1=CC=CC=C1,132.093900384,3.0050000000000017,0.5426632331095835,1.6415254106315587,0,0,-0.6621360778808594,0,10
C=C(CC)C(C)C(CC)CC,154.172150704,4.024900000000003,0.5244942146801755,3.51243142919461,0,0,0.3587934076786041,0,11
CC=CCCC(C)CCC,140.15650064,3.778900000000003,0.509724773079652,2.93643910426154,0,0,-0.1431712508201599,0,10
C=CCC1=CC=CC=C1C,132.093900384,3.0050000000000017,0.542627430195996,1.7865243117304566,0,0,-0.7204390168190002,0,10
CCC(C)(C)C1(O)CC1C,142.135765196,2.1935000000000002,0.6263136731747125,3.911298796287353,1,1,-1.2048075199127197,0,10
C=CCSC1=CC=CC=C1,150.05032132,2.9155000000000015,0.47127633419816534,1.928488995322727,1,0,-1.422663688659668,0,10
C=CCC1=CC=C(C)C=C1,132.093900384,3.0050000000000017,0.542627430195996,1.6742171688733158,0,0,-0.7751022577285767,0,10
C=CCCC1NC(C)CO1,141.1153641,1.2870000000000001,0.5978271506678126,4.344739455628012,2,1,-1.8683487176895142,0,10
CCC(C)C1CCCCN1,141.151749608,2.1746,0.6211995802776312,3.1700317633203206,1,1,-0.7252918481826782,0,10
CCCCC1=CC=CC=C1,134.109550448,3.229000000000002,0.5957309560911629,1.1049531863041597,0,0,-0.6608976125717163,0,10
CCCN=C1C=CC(C)=C1,135.104799416,2.3535000000000004,0.5508286098767619,3.3721611249172714,1,0,-0.8676792979240417,0,10
C=C(C)C(C)(CC)C(C)CC,154.172150704,4.024900000000003,0.536332595718848,3.7983425864218905,0,0,0.3672724664211273,0,11
CC1(O)CC2CC(C2)C1,126.104465068,1.5574,0.5219035164518339,3.6146632060681663,1,1,-1.3995776176452637,0,9
CC(C)C1=CC=CC=C1Cl,154.054928032,3.261300000000002,0.5813450256435104,1.5439616743678215,0,0,-0.9430502653121948,0,10
CC1C=CCC(C)SCC1,156.097271512,3.0942000000000016,0.48560977779613707,4.261464730353287,1,0,-0.7859524488449097,-2,10
CCC1CCCCC(=O)C1,140.120115132,2.5458000000000007,0.5114288401287872,2.5709751848476206,1,0,-1.2133433818817139,-1,10
C=C1CCC1(C)CCC,124.12520051199999,3.142800000000002,0.49597241524261015,3.815854155067992,0,0,-0.4045731723308563,0,9
C=C(C)C(CC=CC)C(C)C,152.15650064,3.800900000000003,0.5374063362254307,3.4910786819418638,0,0,0.30799248814582825,0,11
C=C(C)CC1=CC=CC=C1,132.093900384,3.0050000000000017,0.5426632331095835,1.6415254106315587,0,0,-0.6621360778808594,0,10
C#CC1CCC(C)=CC1=O,134.07316494,1.545,0.45920211527444477,3.9729775658,1,0,-1.4036952257156372,0,10
C=C(C)C(CC)C(=C)CCC,152.15650064,3.945000000000003,0.5232612160383712,3.638757802820984,0,0,0.2606758773326874,0,11
C=C(C)CC1=CC=CC=C1,132.093900384,3.0050000000000017,0.5426632331095835,1.6415254106315587,0,0,-0.6621360778808594,0,10
C=C(C)CC1=CC=CC=N1,133.089149352,2.477100000000001,0.5634507342995783,2.18900233370848,1,0,-1.2505322694778442,0,10
CCC(C)CC(=O)CC(C)C,156.15141526,3.0378000000000016,0.5976330803768791,2.75012153908472,1,0,-0.8686031103134155,0,11
C=CCC1=CC=C(C)C=C1,132.093900384,3.0050000000000017,0.5426274301959959,1.6742171688733158,0,0,-0.7751022577285767,0,10
C#CC1=CC=CC(C#C)=C1,126.046950192,1.6754,0.4635275763732372,2.5862039820601286,0,0,-0.9569209218025208,0,10
CCC1(C)CCCC=C1C,138.140850576,3.5329000000000024,0.4861327274161425,3.542392950415385,0,0,-0.10144158452749252,0,10
CCCCC(O)C1CCC1,142.135765196,2.3376,0.638433456958407,2.5352339760564107,1,1,-1.1690137386322021,0,10
C=C1CCC(C)C(C)CC1,138.140850576,3.3888000000000025,0.3553477522997763,3.512073155261713,0,0,0.015234279446303844,-1,10
CC1CCC(C(C)C)C1=O,140.120115132,2.2576,0.5456880824717847,3.458985778535874,1,0,-1.1416677236557007,0,10
C=CCC1CCC=C(C)C1,136.125200512,3.308900000000002,0.5107896817787625,3.4625834266058613,0,0,-0.10260994732379913,0,10
C#CC(C)=CC1=CC=CS1,148.034671256,2.710300000000001,0.5371055405097626,3.109885300741448,1,0,-1.2628960609436035,0,10
C=CCCC1=CC=CC=C1,132.093900384,3.0050000000000017,0.5546243504300842,1.5704179077895724,0,0,-0.7204389572143555,0,10
C=C1C2C(=C)C12CCC,120.093900384,2.5287000000000006,0.4911007636297882,4.084312622610172,0,0,-0.41318508982658386,0,9
C=CCC1=CC=C(C)C=C1,132.093900384,3.0050000000000017,0.5426274301959959,1.6742171688733158,0,0,-0.7751022577285767,0,10
C=C(C)C(CC)C(C)(C)CC,154.172150704,4.024900000000003,0.536332595718848,3.49741109952428,0,0,0.3672724664211273,0,11
CC1CC(=O)C(C(C)C)C1,140.120115132,2.2576,0.5456880824717847,3.4912579678849873,1,0,-1.1483047008514404,0,10
CCCCN(CCC)CCC,157.183049736,2.908500000000001,0.5490093228527533,1.8938064901433833,1,0,-0.41594189405441284,0,11
C=C(C)CC1C(C)C1(C)C,138.140850576,3.2447000000000017,0.5137622501011925,3.8104064885950457,0,0,0.07353715598583221,0,10
CC(C)C1CCCCC1=O,140.120115132,2.401700000000001,0.5462895809278615,2.838362181184616,1,0,-1.1741870641708374,0,10
C#CCCC1=CC=CC=C1,130.07825032,2.4522000000000004,0.5385139022362949,1.8402794462511096,0,0,-0.7815776467323303,0,10
CNC1CCC(C)CC1C,141.151749608,2.0305,0.5889075530249175,3.2905114059501273,1,1,-0.6985071897506714,0,10
CC1=CC=C(C(N)=S)C=C1,151.045570288,1.715,0.6172534908046762,1.5440591102652572,1,1,-1.95343816280365,0,10
C=C1C(C)(C)C1(C)CCC,138.140850576,3.3888000000000025,0.5130019193756065,3.5895205145179485,0,0,0.015164157375693321,0,10
C=CCCC1CC(C)=NO1,139.099714036,2.1174,0.5486499075997471,3.70772463539707,2,0,-1.8538087606430054,0,10
C=CC(C)(C)C(C)C(=C)C,138.140850576,3.4108000000000027,0.524165248281862,3.9281974375948723,0,0,-0.13951610028743744,0,10
CC1C=CCC(C)(C(C)C)C1,152.15650064,3.634800000000003,0.5031956719789862,4.086967696943551,0,0,0.3938935101032257,0,11
C=C1CC(CC)CC1CCC,152.15650064,3.778900000000003,0.5398116573646625,3.821885150524454,0,0,0.32977649569511414,0,11
C=CCCC1=CC=C(C)C=C1,146.109550448,3.395100000000002,0.5746477203852995,1.6665765149572795,0,0,-0.29672783613204956,0,11
CC1=CCC(C)CC[SH](=O)=C1,172.092186132,1.6458000000000002,0.43409601511694695,5.2437789966783,1,1,-1.7442340850830078,-2,11
C#CC1=CC=CC=C1N(C)C,145.089149352,1.5613,0.5439013652309032,2.364631105527998,1,0,-0.9599651098251343,0,11
C=CCC1=CC=CC=C1OC,148.088815004,2.5890000000000004,0.5980208715479165,1.6818385496967316,1,0,-1.4079005718231201,0,11
CC=[SH]C(C)C1=CC=CC=C1,166.081621448,2.714900000000001,0.5064639274662505,3.6913411243381766,0,1,-0.9474124908447266,0,11
C=CCC1=CC=C(C)C(F)=C1,150.084478572,3.302200000000002,0.5685097044495683,1.9419587978356923,0,0,-0.9080190062522888,0,11
CCNC(C)C(CC)C(C)(C)C,171.19869979999999,3.056700000000002,0.6852553243089649,3.490421760250447,1,1,0.04460468888282776,0,12
CC(C)(C)CC=CC=C1C=C1,148.125200512,3.4750000000000023,0.5621357668264322,3.2453785856341,0,0,0.23665376007556915,0,11
C=CCCSC1=CC=CC=C1,164.065971384,3.305600000000002,0.3733819927080148,2.023153220912615,1,0,-0.9385044574737549,0,11
C=C1CC1(CC)C1=CC1C,134.109550448,2.918800000000002,0.5092696060470291,4.308341873210431,0,0,-0.0558464340865612,0,10
CC(C)CCN1CCCC1C,155.167399672,2.516800000000001,0.6050694240405796,2.4528449456781267,1,0,-0.32658514380455017,0,11
CCCNC1=CC=CC=C1C,149.12044948,2.386,0.6964482755042644,1.4343139839399086,1,1,-0.8796017169952393,0,11
CC(C)CNC1=CC=CC=C1,149.12044948,2.2419000000000002,0.6964283676250512,1.45012539833197,1,1,-0.8469358086585999,0,11
C#CC(C#C)C1=CC=CC=C1,140.062600256,1.9214,0.5234976715950005,2.8916440087538042,0,0,-0.35747212171554565,0,11
C=C(C)C(CCC)CCCC,154.172150704,4.169000000000004,0.5036445415763661,2.805962293158233,0,0,0.30315545201301575,0,11
C=C(C)CC(NC)C1CCC1,153.151749608,2.3407,0.6112211266497392,3.238382452309427,1,1,-0.35996803641319275,0,11
CCC(C)C(C)CCC(C)C,156.187800768,4.104800000000004,0.5617966534245689,2.8680242714035753,0,0,0.40959426760673523,0,11
C=C(C)CC1=CC=CC=C1C,146.109550448,3.395100000000003,0.5622547758704096,1.8273587978356929,0,0,-0.1989339292049408,0,11
CCCC(C)N(C)C(=O)C(C)C,171.162314292,2.2894000000000005,0.635229489432336,2.760293863096427,1,0,-1.1087563037872314,0,12
C#CC1CC(=C)CC1(C)CC,148.125200512,3.0021000000000013,0.39589239928503217,4.7187581478719345,0,0,0.2334282547235489,0,11
C#CC(C)CC1=CC=CC=C1,144.093900384,2.698200000000001,0.5593258539179151,2.616589263295994,0,0,-0.2528025805950165,0,11
C=CC(C=C)C(=O)N(CC)CC,167.131014164,1.843,0.5720840425089009,3.136749501854487,1,0,-1.1848315000534058,0,12
C=C(C)CC1=CC=CC=C1C,146.109550448,3.395100000000002,0.5622547758704096,1.8273587978356929,0,0,-0.1989339292049408,0,11
CCC1=CC2CC2CCO1,138.104465068,2.3367000000000004,0.5400697888452045,4.082626647746239,1,0,-1.1523091793060303,-1,10
C=CCC1=CC(C)=CC(C)=C1,146.109550448,3.395100000000002,0.5624719657453132,2.0060895670664607,0,0,-0.33888375759124756,0,11
C=C(C)CC1=CC=C(C)C=C1,146.109550448,3.395100000000002,0.5622547758704096,1.7353695670664617,0,0,-0.2410898655653,0,11
CCC1C2C3CC=CC132,120.093900384,2.2184999999999997,0.46533267302148323,5.551284220243309,0,0,-0.2182110995054245,0,9
