smiles,mwt,logp_rdkit,qed,sascore,hba(NO),hbd(NHOH),plogp,cycle_score,heavy_atom_count,source
C#CC(C)(O)CC(CC)CCC,168.15141526,2.5870000000000006,0.6255180237943474,3.850923348339778,1,1,-0.5618361830711365,0,12,gcpn_old_pt_filtered
C#CC(C)=C1C2=CC=CC=C1N(C1CCCCC3=CC1=CC=C3)C2=CC1=CC=CC=C1,401.214349864,3.567300000000002,0.578846029210761,4.936159155842465,1,0,7.569220542907715,-4,31,gcpn_new_pt_filtered
C#CC(C)=CC(=CC=C1C=C1)C1CC1C,196.125200512,3.6445000000000025,0.4772518674440332,4.607769086877296,0,0,1.7576806545257568,0,15,gcpn_new_pt_filtered
C#CC(C)=CC(C#C)=CC1=CC=CS1,198.05032132,3.3442000000000016,0.504776590814171,3.7727113549229054,1,0,0.4338536858558655,0,14,gcpn_new_pt_filtered
C#CC(C)=CC1=C2C(=CC(C)CC1=CC1=CC=CC=C1C)C=CC1=C2OC2=CC(C(C)(C)C)=CC=C21,470.260965708,7.826020000000008,0.2721614019485315,3.984583714274512,1,0,9.091679573059082,-1,36,gcpn_new_pt_filtered
C#CC(C)=CC1=CC=C(CCCC)C=C1,198.140850576,4.178700000000004,0.639783781728251,2.3554100418808392,0,0,1.462199568748474,0,15,gcpn_old_pt_filtered
C#CC(C)=CC1=CC=C2C=CC(=C3C=C3C)OC2=C1,246.104465068,4.342700000000002,0.6695613301250695,3.5031702787930223,1,0,2.0114102363586426,0,19,gcpn_new_pt_filtered
C#CC(C)=CC1=CC=C2C=CC=CC2=C1,192.093900384,3.8763000000000014,0.6014349748694838,2.3449095052082107,0,0,1.2488499879837036,0,15,gcpn_new_pt_filtered
C#CC(C)=CC1=CC=CC=C1C1CC1,182.109550448,3.398500000000002,0.6129219815396478,2.7545504081773444,0,0,1.0798436403274536,0,14,gcpn_old_pt_filtered
C#CC(C)=CC1=CC=CS1,148.034671256,2.710300000000001,0.5371055405097626,3.109885300741448,1,0,-1.2628960609436035,0,10,gcpn_old_pt_filtered
C#CC(C)=CC=CC1=CC=CC=C1,168.093900384,3.279300000000002,0.4693250646945626,2.5699948435639204,0,0,0.5406804084777832,0,13,gcpn_new_pt_filtered
C#CC(C)C(=O)C(C)(C)C,138.104465068,1.8709,0.5054344160063909,3.646387822210257,1,0,-1.408506155014038,0,10,gcpn_old_pt_filtered
C#CC(C)C(=O)C(C)C,124.088815004,1.4808,0.5094714848405041,3.7497010082148456,1,0,-1.7787047624588013,0,9,gcpn_new_pt_filtered
C#CC(C)C(=O)C1=CC=CC=C1,158.07316494,2.1386000000000003,0.4757465916145693,2.717633443516007,1,0,-0.9856410026550292,0,12,gcpn_new_pt_filtered
C#CC(C)C(C)(C)C(CC)CC,166.172150704,3.7181000000000015,0.558343475961572,3.8807338630964265,0,0,0.7148869037628174,0,12,gcpn_new_pt_filtered
C#CC(C)C(C)C1=CC=C(C=C(C)C)C(N2C=CC=C2)=C1,277.183049736,5.273300000000005,0.6705715606059965,3.799971723784063,1,0,3.413128137588501,0,21,gcpn_new_pt_filtered
C#CC(C)C(C1=CC=CC=C1C)C1CCCC1,226.172150704,4.504600000000004,0.6638179908495934,3.4027335114523964,0,0,2.4826040267944336,0,17,gcpn_old_pt_filtered
C#CC(C)C(CC)C1=CC=CO1,162.104465068,3.0425000000000013,0.6224782148444001,3.745144417593105,1,0,-0.7144091725349426,0,12,gcpn_new_pt_filtered
C#CC(C)C(CC)CC,124.125200512,2.6919000000000013,0.5073373593679769,3.61052773366331,0,0,-0.5381489396095276,0,9,gcpn_new_pt_filtered
C#CC(C)C(O)C1=CC=CC=C1,160.088815004,1.669,0.6558379017836624,3.053092669341357,1,1,-0.9552255272865297,0,12,gcpn_old_pt_filtered
C#CC(C)C1(C(C)CC)CCCO1,180.15141526,2.851000000000001,0.6067793459767596,4.767186990748642,1,0,-0.101480521261692,0,13,gcpn_new_pt_filtered
C#CC(C)C1(C2=CC=C(C)C=C2)CCCCC1=C,238.172150704,4.814800000000004,0.5202125008135267,3.810550086372985,0,0,2.8647284507751465,0,18,gcpn_old_pt_filtered
C#CC(C)C12C(C)C3C1C32C,146.109550448,2.1577,0.4972033243333764,6.174572107027712,0,0,0.4489049017429352,0,11,gcpn_old_pt_filtered
C#CC(C)C1=C2C=C(C)C=CC3=CC=CC(=C2)N31,233.12044948,3.6791000000000023,0.6529584358140591,4.974586840550262,1,0,2.0837807655334477,-5,18,gcpn_old_pt_filtered
C#CC(C)C1=CC2=C(C=CC=C2)N1C,183.104799416,2.4651000000000005,0.598974681851526,3.1396996329428566,1,0,0.2498959153890609,0,14,gcpn_old_pt_filtered
C#CC(C)C1=CC2=C(CCCC2C)O1,188.120115132,3.243900000000002,0.6150627096574873,4.262340784534748,1,0,0.0610485412180423,0,14,gcpn_old_pt_filtered
C#CC(C)C1=CC=C(C2=CC=CC=C2)C=C1C,220.125200512,4.120800000000004,0.6580003047629261,2.601584075836838,0,0,2.173381090164185,0,17,gcpn_old_pt_filtered
C#CC(C)C1=CC=C(C2CCOC2CC(C)C)C=C1,256.182715388,4.129500000000004,0.7280437519272375,3.804446377090376,1,0,2.1062557697296143,0,19,gcpn_old_pt_filtered
C#CC(C)C1=CC=C(CC(CC)CCC)C=C1,228.187800768,4.792100000000004,0.6139280242878552,3.183646911616063,0,0,2.442204713821411,0,17,gcpn_new_pt_filtered
C#CC(C)C1=CC=C2C3=CC(=CC2=N1)C=C3,205.089149352,2.956800000000001,0.5543175974139216,4.717615758488226,1,0,1.1352543830871582,-1,16,gcpn_old_pt_filtered
C#CC(C)C1=CC=CC=C1C1=CC=CC=C1,206.109550448,4.090300000000004,0.6490988968924625,2.520045191752642,0,0,1.7275793552398682,0,16,gcpn_new_pt_filtered
C#CC(C)C1C=C1C=CC=C1C=C1,168.093900384,2.864300000000002,0.5683241704869095,4.824953795005282,0,0,0.9602937698364258,0,13,gcpn_old_pt_filtered
C#CC(C)C1CC(=CC)CS1(=C)=O,196.092186132,1.6907,0.3542228402680443,5.533586615829443,1,0,-0.8580468893051147,0,13,gcpn_new_pt_filtered
C#CC(C)C1CC2C3=CC=C4CC21CC3=C4C,222.140850576,3.466420000000002,0.6382603389613298,6.087680415986966,0,0,2.45210599899292,0,17,gcpn_new_pt_filtered
C#CC(C)C1CCCN(C2=CC=C(CCC)C=C2)C1,255.1986998,4.147900000000004,0.7313741917837593,3.117260424418409,1,0,2.669248342514038,0,19,gcpn_old_pt_filtered
C#CC(C)C=C(C=CC)C1=CC=C2CC3(CC=CCC3)C(CC)C2=C1,330.23475096,6.691600000000006,0.3275237353526424,5.220417220332335,0,0,5.867584228515625,0,25,gcpn_new_pt_filtered
C#CC(C)C=CC1=CC(C)=CC2=CC=C(C)C=C21,234.140850576,4.510900000000004,0.658354160437475,3.272198804603581,0,0,2.6305902004241943,0,18,gcpn_old_pt_filtered
C#CC(C)CC#CC1=CC=C(C)C=C1,182.109550448,3.091700000000001,0.5855974269582194,3.179619159570077,0,0,1.0064053535461426,0,14,gcpn_old_pt_filtered
C#CC(C)CC(=CC)C1CCCC2=CC=CC=C21,238.172150704,4.814800000000004,0.528112736295967,3.76042766103362,0,0,2.861283302307129,0,18,gcpn_old_pt_filtered
C#CC(C)CC1=C2C=CC=CC2=CC=C1,194.109550448,3.564600000000002,0.6400266168338473,2.66886409670002,0,0,1.3112672567367554,0,15,gcpn_old_pt_filtered
C#CC(C)CC1=CC(C)=CC(C)=C1,172.125200512,3.4784000000000024,0.6012035118007163,2.9538531505985137,0,0,0.6038419008255005,0,13,gcpn_old_pt_filtered
C#CC(C)CC1=CC(C2CCC=CCC23C=C(C)C2=CC=CC=C23)=CC=C1,352.219100896,6.793600000000006,0.4269252768102438,4.513986062170063,0,0,6.58576774597168,-1,27,gcpn_old_pt_filtered
C#CC(C)CC1=CC=C(CC)C=C1C,186.140850576,3.8685000000000023,0.6348488054757908,3.004354506813926,0,0,1.0799344778060913,0,14,gcpn_old_pt_filtered
C#CC(C)CC1=CC=CC(C)=C1,158.109550448,3.088300000000001,0.5804888127013443,2.7925327442153094,0,0,0.1726913452148437,0,12,gcpn_old_pt_filtered
C#CC(C)CC1=CC=CC=C1,144.093900384,2.698200000000001,0.5593258539179151,2.616589263295994,0,0,-0.2528025805950165,0,11,gcpn_old_pt_filtered
C#CC(C)CC1=NC2=CC(=CC=C2)N1,184.100048384,1.9851,0.7020753182242423,5.104781163146414,2,1,0.0259724222123622,-2,14,gcpn_old_pt_filtered
C#CC(C)CCC#CCC1=CC=CC(C(C)C)=C1,238.172150704,4.508000000000004,0.6817600274468245,3.3874264969112726,0,0,2.8238089084625244,0,18,gcpn_old_pt_filtered
C#CC(C)CCC1=CC=CC=C1,158.109550448,2.8885000000000014,0.5932554875887054,2.685191238662039,0,0,0.2056820839643478,0,12,gcpn_new_pt_filtered
C#CC(C)CCOC1=CC=C2C=C1CCC(C)C2,242.167065324,4.232700000000004,0.7286899337929855,4.341612746754057,1,0,1.656711220741272,-3,18,gcpn_old_pt_filtered
C#CC(C)COC1=CC2=CC=C1C=C1C=CC(CC2)CC1,278.167065324,4.630500000000004,0.7324154996419338,6.001428157231904,1,0,2.920905828475952,-5,21,gcpn_new_pt_filtered
C#CC(C)COC1=CC=C(C(CC)C(C)CC)C=C1,258.198365452,4.724700000000005,0.6336575598091813,3.519201239209389,1,0,2.1023473739624023,0,19,gcpn_old_pt_filtered
C#CC(C)COCC(C)(C)C=C,166.135765196,2.4845000000000006,0.4501449417533228,4.204021307265162,1,0,-0.6172682642936707,0,12,gcpn_old_pt_filtered
C#CC(C)N(C)C(C)CC,139.136099544,1.7384,0.5382562503376951,3.981406488595046,1,0,-0.8979169726371765,0,10,gcpn_old_pt_filtered
C#CC(C)OC1=CC=CC=C1C,160.088815004,2.4247000000000005,0.6034876002237426,2.6376823945649583,1,0,-0.9942099452018738,0,12,gcpn_old_pt_filtered
C#CC(C1=CC2(C)C(CC)C3C4=C1CC3(CC(C)C)C(C)(C4)C2C)=C1C=C1,358.266051088,6.867200000000007,0.4811331384701044,6.778952357156744,0,0,6.887160301208496,-2,27,gcpn_new_pt_filtered
C#CC(C1=CC=C(C)C(C)=C1C1=CC=CC=C1)C(CC)C(=C)C,302.203450832,6.289540000000006,0.4495422886745989,3.473294477310949,0,0,4.862582206726074,0,23,gcpn_new_pt_filtered
C#CC(C1=CC=C(C)C=C1)=C1C=CC=C1,192.093900384,3.5078200000000024,0.5972164867769446,2.8347188075337915,0,0,1.4417541027069092,0,15,gcpn_new_pt_filtered
C#CC(C1=CC=C(C)C=C1)C(C)(CC=C)C(=C)C,238.172150704,4.836800000000005,0.5068642898046558,3.830596778680678,0,0,2.865675210952759,0,18,gcpn_old_pt_filtered
C#CC(C1=CC=C(C)C=C1)C(C)C,172.125200512,3.3678200000000027,0.5999193881192276,2.829158645104009,0,0,0.6796284914016724,0,13,gcpn_new_pt_filtered
C#CC(C1=CC=CC(Cl)=C1)=C1C=C1,186.023627904,3.104900000000001,0.5907865600002252,2.767958980778058,0,0,0.2453244626522064,0,13,gcpn_old_pt_filtered
C#CC(C1=CC=CC(Cl)=C1C)C(C)C,206.08622816,4.021220000000003,0.6415884479316316,3.1687000807279206,0,0,0.7712629437446594,0,14,gcpn_new_pt_filtered
C#CC(C1=CC=CC=C1)=C1CCCCC1=CC=C1C=C1,258.140850576,5.070000000000004,0.6495978065413573,3.076949747646079,0,0,3.6464180946350098,0,20,gcpn_new_pt_filtered
C#CC(C1=CC=CC=C1)C(C)(C)C,172.125200512,3.4495000000000022,0.5690773305597784,2.954201282466647,0,0,0.7237218022346497,0,13,gcpn_new_pt_filtered
C#CC(C1=CC=CC=C1)C(C)(C)C1=CC=CC=C1,234.140850576,4.381200000000003,0.6912486190886538,2.7571203068660246,0,0,2.6972761154174805,0,18,gcpn_new_pt_filtered
